timestamps,TP9,AF7,AF8,TP10,Right AUX
1533057362.043,31.25,34.18,30.762,25.391,47.363
1533057362.047,23.926,31.738,34.18,25.391,83.008
1533057362.051,18.555,27.832,9.277,17.09,-13.184
1533057362.055,24.902,25.391,26.855,11.719,-53.223
1533057362.058,42.969,25.879,38.574,23.926,-10.742
1533057362.062,40.039,27.344,40.527,31.738,0.0
1533057362.066,26.367,23.438,31.25,26.855,18.066
1533057362.07,14.16,20.508,9.277,15.137,-32.715
1533057362.074,19.531,18.555,18.555,7.812,6.348
1533057362.078,41.016,13.184,29.785,15.625,113.281
1533057362.082,41.992,12.695,24.414,21.973,55.176
1533057362.086,26.367,11.719,7.812,18.066,-23.926
1533057362.09,12.695,10.742,7.324,13.672,34.18
1533057362.094,20.02,16.113,25.391,14.16,66.895
1533057362.098,42.48,17.09,27.344,26.367,53.223
1533057362.101,45.898,16.113,17.578,34.668,20.996
1533057362.105,31.25,17.578,33.691,25.879,8.789
1533057362.109,16.113,18.555,25.879,16.113,74.707
1533057362.113,18.555,14.16,24.414,8.789,65.918
1533057362.117,38.086,11.23,50.293,17.578,25.879
1533057362.121,41.992,14.16,55.664,34.18,-26.367
1533057362.125,30.762,15.625,41.504,35.156,-13.672
1533057362.129,16.113,14.16,14.16,22.461,2.441
1533057362.133,16.602,10.254,6.836,14.648,-10.254
1533057362.137,37.598,14.16,28.32,24.414,36.133
1533057362.14,44.922,17.09,35.645,35.156,73.73
1533057362.144,34.668,17.578,25.879,33.203,20.508
1533057362.148,18.066,17.578,15.137,21.973,7.812
1533057362.152,11.719,17.578,10.742,13.672,46.875
1533057362.156,28.32,17.09,22.461,18.555,10.254
1533057362.16,35.645,15.137,33.691,27.344,-4.883
1533057362.164,22.949,20.996,37.598,28.809,69.336
1533057362.168,7.812,23.438,24.414,22.949,71.777
1533057362.172,7.812,22.461,11.719,18.555,4.395
1533057362.176,24.902,17.09,32.227,22.949,46.387
1533057362.18,38.574,12.207,32.227,33.203,104.004
1533057362.183,34.668,11.719,25.391,35.156,56.152
1533057362.187,18.066,8.301,46.875,29.785,72.754
1533057362.191,9.277,6.836,37.109,20.996,123.047
1533057362.195,23.926,9.766,33.203,20.996,28.32
1533057362.199,37.109,11.719,46.875,30.762,-13.184
1533057362.203,28.32,12.695,46.875,30.762,22.461
1533057362.207,17.09,19.531,26.367,20.996,0.977
1533057362.211,8.789,24.902,17.09,11.23,31.25
1533057362.215,17.09,17.09,28.32,10.742,54.199
1533057362.219,33.691,8.301,40.039,18.555,3.906
1533057362.223,22.949,11.719,37.598,18.555,-11.23
1533057362.226,10.254,16.113,26.367,11.719,2.93
1533057362.23,10.742,19.531,21.973,8.301,18.066
1533057362.234,21.484,21.973,36.133,8.301,45.898
1533057362.238,39.062,20.02,33.203,20.02,18.066
1533057362.242,34.18,18.066,25.879,23.438,10.254
1533057362.246,19.043,18.555,38.574,15.625,45.41
1533057362.25,5.371,18.555,26.855,7.324,15.625
1533057362.254,11.23,19.043,31.738,2.93,1.953
1533057362.258,27.832,23.438,33.691,15.137,30.273
1533057362.262,27.344,25.879,31.25,30.273,30.273
1533057362.265,18.555,23.926,30.273,27.344,31.25
1533057362.269,12.207,26.367,6.348,18.555,6.836
1533057362.273,17.578,25.879,6.348,14.648,8.301
1533057362.277,36.621,21.484,39.062,24.902,9.766
1533057362.281,41.992,21.484,43.945,35.645,26.855
1533057362.285,29.785,27.344,25.879,33.203,36.621
1533057362.289,17.578,31.25,13.672,26.367,32.227
1533057362.293,23.926,30.273,18.066,20.02,34.668
1533057362.297,44.922,30.762,27.832,29.785,6.836
1533057362.301,48.34,28.809,36.133,41.992,-31.738
1533057362.305,34.668,30.273,41.016,40.527,-27.832
1533057362.308,20.508,30.762,26.855,26.367,57.129
1533057362.312,16.113,24.414,22.461,16.113,82.52
1533057362.316,28.809,20.02,40.039,27.832,52.246
1533057362.32,33.203,19.531,22.461,35.645,79.59
1533057362.324,23.438,22.461,16.602,28.809,79.102
1533057362.328,14.648,22.461,32.715,24.414,6.836
1533057362.332,7.812,23.926,19.043,15.625,4.883
1533057362.336,21.973,25.879,27.832,20.02,-8.301
1533057362.34,38.574,26.367,42.48,37.109,-49.805
1533057362.344,29.297,27.344,39.551,40.039,-8.789
1533057362.347,12.207,27.344,21.484,26.367,52.734
1533057362.351,5.859,23.926,6.348,15.625,109.863
1533057362.355,21.484,20.996,6.348,19.043,59.57
1533057362.359,34.668,23.926,22.461,27.344,-29.785
1533057362.363,29.297,23.438,21.973,32.227,32.715
1533057362.367,22.461,19.043,-1.465,27.832,53.711
1533057362.371,18.066,21.973,10.254,19.531,-9.277
1533057362.375,32.715,25.391,30.273,24.902,32.715
1533057362.379,48.34,25.391,19.531,36.621,22.949
1533057362.383,40.039,24.902,23.926,38.574,13.184
1533057362.387,28.809,26.367,12.695,34.668,63.965
1533057362.39,25.879,25.879,0.977,25.879,-16.602
1533057362.394,40.527,24.902,37.598,23.926,15.625
1533057362.398,59.082,23.926,28.809,37.598,75.195
1533057362.402,52.246,18.555,15.137,40.039,63.965
1533057362.406,33.691,19.043,20.02,29.785,68.359
1533057362.41,20.996,20.996,-9.766,20.02,33.691
1533057362.414,22.949,23.438,2.93,21.484,16.113
1533057362.418,34.668,25.879,26.367,33.203,62.988
1533057362.422,32.715,29.785,11.23,38.574,45.898
1533057362.426,22.461,31.25,19.043,34.18,31.25
1533057362.43,10.742,29.297,4.395,24.902,80.566
1533057362.433,17.578,27.832,-0.488,19.531,10.254
1533057362.437,39.062,22.949,12.207,30.273,-4.395
1533057362.441,36.621,19.531,-0.977,36.621,14.648
1533057362.445,20.02,20.508,-9.766,30.273,-21.973
1533057362.449,8.301,22.949,-13.184,20.02,5.859
1533057362.453,14.16,23.438,-4.395,13.672,20.996
1533057362.457,32.227,20.996,9.766,20.508,21.484
1533057362.461,34.668,21.973,10.254,24.902,40.527
1533057362.465,24.902,27.344,19.043,19.043,-17.578
1533057362.469,14.16,28.809,22.461,11.23,-42.48
1533057362.472,16.602,30.273,14.648,8.301,6.348
1533057362.476,36.621,33.203,30.762,19.043,-11.719
1533057362.48,39.551,35.156,24.414,25.391,-5.371
1533057362.484,25.879,34.668,21.973,22.949,57.129
1533057362.488,17.09,31.738,18.555,22.949,29.297
1533057362.492,17.09,32.227,10.254,18.066,-35.645
1533057362.496,28.809,32.715,33.691,19.043,-16.602
1533057362.5,41.016,33.203,31.738,30.762,36.621
1533057362.504,37.109,36.133,18.555,29.785,6.836
1533057362.508,18.066,35.156,8.789,14.648,-22.461
1533057362.512,14.648,35.156,10.254,5.371,39.062
1533057362.515,30.762,33.203,29.297,9.766,48.34
1533057362.519,36.133,27.344,20.02,21.484,54.688
1533057362.523,28.809,32.715,29.785,24.414,66.895
1533057362.527,18.555,35.645,45.41,21.484,33.203
1533057362.531,13.184,30.762,28.32,15.137,22.461
1533057362.535,26.855,35.156,33.691,13.672,58.594
1533057362.539,42.48,43.945,34.668,22.461,75.684
1533057362.543,36.133,46.875,25.391,27.832,54.688
1533057362.547,24.902,46.875,17.578,21.484,70.312
1533057362.551,22.949,46.875,5.371,12.207,83.008
1533057362.555,41.016,49.316,21.484,20.508,75.195
1533057362.558,58.105,46.875,27.832,32.715,55.664
1533057362.562,46.387,41.992,27.344,29.785,5.371
1533057362.566,40.039,45.41,41.016,29.785,2.93
1533057362.57,29.297,44.434,23.438,24.414,43.945
1533057362.574,31.25,41.016,30.762,20.508,54.688
1533057362.578,53.223,42.48,41.992,33.203,27.832
1533057362.582,44.434,40.527,33.691,37.598,45.41
1533057362.586,22.949,33.203,17.578,26.367,-2.441
1533057362.59,12.695,30.273,-0.977,15.625,-26.855
1533057362.594,21.484,28.32,9.766,13.672,-13.672
1533057362.597,40.527,27.832,37.109,22.949,-9.277
1533057362.601,34.668,29.785,32.715,33.691,15.625
1533057362.605,20.508,27.344,20.508,29.297,11.719
1533057362.609,10.742,24.902,16.602,16.113,30.273
1533057362.613,16.113,23.438,12.207,11.23,58.105
1533057362.617,35.156,21.484,10.742,19.043,58.594
1533057362.621,35.645,23.438,16.113,25.391,34.668
1533057362.625,26.855,24.902,19.531,20.996,-20.508
1533057362.629,16.113,23.438,3.418,12.207,0.0
1533057362.633,16.602,22.949,3.418,12.695,34.668
1533057362.637,34.668,26.855,36.133,28.32,33.203
1533057362.64,37.598,25.391,35.645,37.598,18.066
1533057362.644,23.926,22.461,33.691,31.738,-12.207
1533057362.648,11.23,27.344,26.855,25.391,-12.695
1533057362.652,11.23,27.344,33.203,17.09,5.859
1533057362.656,33.691,25.391,65.43,27.344,51.758
1533057362.66,41.016,28.32,44.922,35.645,52.734
1533057362.664,23.438,26.855,32.715,24.902,-19.043
1533057362.668,5.371,25.391,33.203,13.184,-8.789
1533057362.672,1.953,27.832,24.902,5.859,2.441
1533057362.676,21.484,28.809,52.734,11.719,22.949
1533057362.679,28.809,25.391,46.875,22.949,1.953
1533057362.683,15.625,23.438,31.25,25.391,-39.062
1533057362.687,-0.488,24.414,23.438,14.648,70.312
1533057362.691,-4.395,22.949,14.648,5.371,79.59
1533057362.695,16.602,22.949,34.18,13.672,37.109
1533057362.699,32.227,26.855,37.598,23.438,24.902
1533057362.703,20.02,31.25,45.898,19.043,34.18
1533057362.707,7.812,31.738,48.34,12.695,110.352
1533057362.711,2.93,30.273,19.531,3.906,62.012
1533057362.715,16.113,29.297,41.504,7.324,-16.113
1533057362.719,34.18,32.227,50.293,21.484,40.039
1533057362.722,25.879,35.645,36.133,23.438,48.34
1533057362.726,10.742,34.18,20.02,15.625,10.742
1533057362.73,5.859,36.621,9.766,6.348,-19.043
1533057362.734,16.113,33.691,29.785,4.395,34.668
1533057362.738,27.832,28.32,19.531,11.719,74.707
1533057362.742,21.973,27.832,5.859,17.578,65.918
1533057362.746,13.184,31.738,4.883,16.113,47.852
1533057362.75,8.789,33.203,3.418,9.766,3.418
1533057362.754,19.043,36.133,19.043,8.789,38.086
1533057362.758,36.133,39.551,16.113,21.484,19.043
1533057362.762,29.297,41.016,1.465,21.484,-3.418
1533057362.765,13.672,42.48,15.625,12.207,25.391
1533057362.769,2.93,41.016,11.719,2.93,34.668
1533057362.773,11.719,41.504,18.066,-0.488,20.996
1533057362.777,30.762,38.086,29.785,13.672,47.363
1533057362.781,28.809,35.156,21.973,23.926,20.02
1533057362.785,18.066,35.156,15.137,22.461,8.789
1533057362.789,9.277,31.738,-5.371,10.742,53.223
1533057362.793,14.648,28.32,10.742,2.93,44.434
1533057362.797,29.785,27.832,42.969,15.625,56.641
1533057362.801,28.32,26.367,24.414,24.414,62.988
1533057362.804,15.137,22.461,30.762,19.043,26.855
1533057362.808,2.93,22.461,34.668,15.137,-23.438
1533057362.812,4.395,21.484,27.344,11.719,-44.922
1533057362.816,23.438,19.531,42.48,17.578,2.93
1533057362.82,26.367,23.926,49.316,22.461,78.125
1533057362.824,14.648,29.297,28.809,18.066,-2.441
1533057362.828,6.348,31.25,19.043,13.672,-45.898
1533057362.832,5.859,30.762,21.973,6.348,7.812
1533057362.836,28.32,30.762,34.18,13.672,-3.418
1533057362.84,35.156,28.32,36.621,24.414,-4.883
1533057362.844,18.066,32.227,41.992,20.996,50.293
1533057362.847,6.348,32.715,42.969,16.113,109.863
1533057362.851,3.418,29.785,19.043,11.23,67.871
1533057362.855,20.996,27.832,37.598,17.578,24.902
1533057362.859,34.668,24.902,52.734,29.297,12.695
1533057362.863,23.438,25.879,53.223,29.297,18.555
1533057362.867,9.766,26.367,44.434,20.508,31.25
1533057362.871,6.836,27.832,37.598,12.207,10.254
1533057362.875,20.02,24.902,51.27,9.766,20.996
1533057362.879,29.297,24.414,49.805,15.625,87.891
1533057362.883,21.973,25.879,48.34,23.926,91.309
1533057362.887,10.742,18.066,41.016,19.531,75.684
1533057362.89,5.859,18.066,28.32,11.23,43.457
1533057362.894,20.508,17.09,41.016,15.137,0.488
1533057362.898,32.715,10.742,26.855,23.438,-38.574
1533057362.902,18.555,11.719,31.25,19.043,0.0
1533057362.906,8.789,14.16,41.504,11.23,43.945
1533057362.91,6.348,14.648,21.973,6.348,-12.207
1533057362.914,18.066,14.16,42.48,4.883,15.137
1533057362.918,36.621,17.578,47.363,17.578,18.555
1533057362.922,27.832,21.484,40.039,23.926,2.93
1533057362.926,11.23,19.043,18.066,16.113,-8.301
1533057362.929,4.883,17.09,-23.438,7.324,-43.457
1533057362.933,16.602,16.602,-4.883,5.371,27.344
1533057362.937,36.621,14.648,16.113,17.09,19.043
1533057362.941,33.203,14.648,2.441,23.438,-5.371
1533057362.945,21.973,20.02,17.09,21.484,54.199
1533057362.949,15.137,18.555,9.277,17.578,62.5
1533057362.953,21.484,18.066,6.348,11.719,43.945
1533057362.957,36.133,21.973,25.879,24.902,106.445
1533057362.961,34.668,21.973,17.09,39.062,49.316
1533057362.965,21.973,25.391,14.648,33.691,-11.719
1533057362.969,8.789,28.32,6.836,20.996,-23.438
1533057362.972,16.602,28.32,7.324,17.09,-30.273
1533057362.976,37.598,27.344,14.648,29.297,1.953
1533057362.98,32.715,25.391,25.879,37.598,3.418
1533057362.984,13.672,22.949,38.574,32.715,40.527
1533057362.988,2.93,21.973,28.32,20.508,88.379
1533057362.992,4.883,21.973,18.066,6.348,18.066
1533057362.996,20.996,17.578,33.691,11.23,33.691
1533057363.0,25.391,14.16,22.949,20.508,40.039
1533057363.004,14.16,17.09,12.695,19.043,-16.113
1533057363.008,2.93,21.484,5.371,8.301,-27.832
1533057363.012,-3.906,21.973,9.277,-7.324,-4.883
1533057363.015,12.207,24.902,40.039,-3.906,-16.602
1533057363.019,30.273,35.156,38.574,15.137,-30.273
1533057363.023,26.367,39.551,26.367,22.461,8.789
1533057363.027,9.277,41.992,24.902,5.371,-0.488
1533057363.031,-4.883,44.922,34.668,-10.254,-16.113
1533057363.035,11.23,45.41,55.176,-3.418,32.715
1533057363.039,23.926,46.387,35.156,4.883,74.707
1533057363.043,13.184,49.805,31.738,3.418,52.246
1533057363.047,-2.93,49.316,56.152,1.953,51.758
1533057363.051,-9.277,49.805,42.48,-2.441,30.273
1533057363.054,4.395,45.898,60.547,1.465,51.758
1533057363.058,18.555,42.48,69.824,9.766,83.008
1533057363.062,1.465,42.969,63.477,1.953,29.297
1533057363.066,-25.391,39.551,51.758,-11.719,36.133
1533057363.07,-31.738,41.504,37.109,-15.137,20.508
1533057363.074,-20.508,44.922,67.871,-17.09,28.32
1533057363.078,-8.789,41.504,69.824,-11.23,65.918
1533057363.082,-11.719,40.527,57.129,-2.441,45.898
1533057363.086,-23.438,43.457,64.453,-9.766,29.785
1533057363.09,-31.25,46.875,52.246,-19.043,77.148
1533057363.094,-13.184,53.223,59.082,-12.207,81.543
1533057363.097,10.742,57.617,70.312,-1.465,45.41
1533057363.101,-3.418,55.176,70.801,-6.836,39.551
1533057363.105,-21.484,50.293,74.219,-11.719,5.371
1533057363.109,-24.414,46.875,67.383,-8.301,-24.414
1533057363.113,-15.625,43.457,76.172,-7.812,11.719
1533057363.117,0.977,41.016,88.867,-0.488,62.5
1533057363.121,0.488,43.457,96.191,5.371,55.176
1533057363.125,-7.812,41.992,90.332,6.836,64.453
1533057363.129,-17.578,39.062,67.383,-0.977,79.102
1533057363.133,-9.766,42.969,59.082,-0.977,26.367
1533057363.136,15.625,44.922,78.613,14.16,21.973
1533057363.14,20.508,44.922,65.918,18.066,45.898
1533057363.144,7.324,48.828,60.059,11.23,36.133
1533057363.148,-0.977,52.246,56.152,4.395,37.598
1533057363.152,3.418,49.805,46.387,-0.488,1.953
1533057363.156,20.02,43.457,65.918,10.254,-6.348
1533057363.16,26.367,42.969,64.453,25.879,45.898
1533057363.164,25.879,42.969,49.316,34.668,70.312
1533057363.168,18.066,41.992,44.434,27.344,51.758
1533057363.172,23.438,44.922,56.152,24.414,64.941
1533057363.176,50.781,46.387,72.266,41.504,82.52
1533057363.179,50.293,41.016,57.129,47.852,46.387
1533057363.183,36.621,42.48,46.387,43.457,11.23
1533057363.187,27.832,44.434,45.41,42.969,2.93
1533057363.191,30.273,43.457,41.016,42.48,11.719
1533057363.195,51.758,43.457,57.617,49.316,10.254
1533057363.199,58.105,42.48,59.57,60.059,13.672
1533057363.203,45.41,40.039,53.711,59.082,65.43
1533057363.207,33.203,35.156,33.203,48.34,28.32
1533057363.211,32.715,38.086,29.297,41.992,0.977
1533057363.215,54.688,39.551,45.898,50.293,23.438
1533057363.219,66.406,38.574,37.598,66.895,19.043
1533057363.222,57.129,39.551,20.996,71.289,51.758
1533057363.226,49.805,38.086,14.648,68.359,21.973
1533057363.23,47.852,41.016,13.672,61.035,42.969
1533057363.234,62.5,43.945,28.809,63.965,116.699
1533057363.238,74.707,41.504,20.02,75.195,63.965
1533057363.242,62.5,42.48,9.277,66.406,-7.812
1533057363.246,45.898,43.457,31.25,59.082,36.133
1533057363.25,38.086,39.062,25.391,57.129,15.625
1533057363.254,53.223,39.551,25.879,61.523,4.395
1533057363.258,74.219,41.504,26.367,73.73,16.602
1533057363.261,73.73,39.551,25.879,75.195,65.43
1533057363.265,62.988,39.062,31.738,68.359,43.457
1533057363.269,48.828,37.109,19.531,57.617,4.883
1533057363.273,59.57,35.645,20.996,52.734,44.922
1533057363.277,83.008,34.668,23.438,64.941,27.832
1533057363.281,79.102,35.156,20.996,74.219,36.621
1533057363.285,62.5,37.598,24.902,65.918,17.09
1533057363.289,46.875,32.227,15.137,51.27,8.301
1533057363.293,52.734,24.414,27.344,51.27,13.184
1533057363.297,66.895,24.902,53.223,63.965,-15.137
1533057363.301,54.199,25.879,40.527,64.941,14.16
1533057363.304,43.945,23.438,16.602,58.594,-12.695
1533057363.308,39.062,24.902,17.09,49.805,-59.082
1533057363.312,43.457,27.344,35.156,45.898,8.301
1533057363.316,64.941,28.809,50.293,57.617,-20.02
1533057363.32,61.523,27.832,47.363,63.965,-62.5
1533057363.324,44.434,27.344,32.227,60.059,18.555
1533057363.328,28.809,24.902,9.277,48.828,69.336
1533057363.332,26.855,22.461,1.953,37.109,52.246
1533057363.336,47.363,23.438,20.02,42.969,38.574
1533057363.34,46.387,23.438,22.949,48.34,28.32
1533057363.344,34.18,20.996,18.066,45.41,32.227
1533057363.347,28.809,18.555,3.418,41.016,22.949
1533057363.351,23.926,16.602,2.441,30.273,16.113
1533057363.355,38.086,11.23,36.133,34.18,19.531
1533057363.359,45.41,11.23,28.32,44.922,-24.414
1533057363.363,34.18,14.648,13.184,40.039,38.574
1533057363.367,22.461,17.09,22.461,31.738,53.711
1533057363.371,18.066,15.625,22.949,27.832,15.137
1533057363.375,34.18,17.578,34.668,33.203,69.824
1533057363.379,45.41,21.484,34.18,45.898,83.008
1533057363.383,36.621,23.926,23.438,50.293,66.406
1533057363.386,29.297,26.855,8.789,43.457,104.492
1533057363.39,22.949,28.809,-2.441,31.738,74.707
1533057363.394,35.156,30.762,18.555,32.227,23.438
1533057363.398,48.828,30.273,15.625,43.457,42.48
1533057363.402,36.133,25.391,15.137,40.527,65.918
1533057363.406,18.066,19.531,19.043,33.691,41.504
1533057363.41,7.812,17.09,8.301,25.391,-35.156
1533057363.414,20.508,17.09,36.621,24.414,-10.742
1533057363.418,32.227,19.531,38.086,36.133,43.945
1533057363.422,20.508,23.926,25.391,34.668,29.785
1533057363.426,16.602,31.738,26.367,33.203,21.973
1533057363.429,14.648,35.645,5.859,26.855,38.086
1533057363.433,27.832,35.156,0.0,23.438,34.668
1533057363.437,45.41,31.25,6.836,38.086,-13.672
1533057363.441,40.039,26.367,7.324,38.574,9.277
1533057363.445,35.645,27.344,1.465,32.227,26.367
1533057363.449,27.344,24.902,-6.348,30.273,20.02
1533057363.453,30.273,18.066,4.883,25.879,-11.23
1533057363.457,47.852,20.02,13.672,31.738,-21.973
1533057363.461,39.551,20.996,6.836,34.668,-1.953
1533057363.465,21.973,9.766,13.672,23.926,17.09
1533057363.468,11.719,8.301,4.395,10.742,52.246
1533057363.472,17.578,17.09,10.742,8.301,63.965
1533057363.476,37.109,18.066,30.762,17.09,20.02
1533057363.48,34.18,16.113,17.09,20.02,46.387
1533057363.484,18.066,15.625,9.766,13.672,61.035
1533057363.488,6.836,16.602,-9.766,3.906,58.105
1533057363.492,9.277,18.066,-21.973,-0.488,16.602
1533057363.496,30.762,14.16,5.859,9.766,34.668
1533057363.5,33.203,14.16,0.0,17.09,85.449
1533057363.504,17.578,19.531,-1.465,9.766,14.16
1533057363.508,5.371,21.973,-0.488,-0.977,15.137
1533057363.511,9.766,19.531,-8.789,0.0,61.035
1533057363.515,32.715,17.578,9.277,13.184,29.785
1533057363.519,30.762,20.02,8.789,18.066,-20.02
1533057363.523,13.184,18.066,-2.441,20.508,-12.695
1533057363.527,2.441,14.648,-10.742,10.254,-5.859
1533057363.531,0.0,17.578,-4.395,-5.859,9.766
1533057363.535,18.555,18.555,14.16,0.488,18.066
1533057363.539,26.855,15.137,7.324,12.695,41.016
1533057363.543,9.766,13.184,8.301,12.695,63.477
1533057363.547,-1.465,13.184,7.812,7.324,62.988
1533057363.551,0.977,12.695,-16.113,1.465,33.691
1533057363.554,20.02,16.602,3.906,9.766,53.711
1533057363.558,35.156,19.531,17.09,23.926,16.113
1533057363.562,23.926,21.484,30.762,26.855,-6.836
1533057363.566,6.348,21.484,29.785,19.531,20.508
1533057363.57,-2.441,17.09,15.625,2.93,-3.418
1533057363.574,17.09,17.09,26.367,3.906,20.508
1533057363.578,31.738,17.09,25.391,19.531,4.883
1533057363.582,20.996,13.672,24.414,21.973,-17.09
1533057363.586,10.742,12.207,21.484,13.672,34.18
1533057363.59,5.371,12.207,28.809,5.859,47.852
1533057363.593,13.672,13.184,54.199,5.859,62.012
1533057363.597,24.902,11.23,46.387,18.066,62.988
1533057363.601,15.625,15.137,24.902,17.578,-28.32
1533057363.605,2.441,16.602,45.898,4.395,0.488
1533057363.609,-0.977,11.719,39.551,-0.488,41.504
1533057363.613,8.789,10.742,31.25,-0.488,-4.395
1533057363.617,23.438,13.184,32.715,7.324,17.578
1533057363.621,19.531,13.672,13.672,16.602,45.41
1533057363.625,9.766,10.742,12.207,18.066,31.25
1533057363.629,-1.465,11.719,10.254,6.348,91.797
1533057363.633,1.953,7.324,10.742,-2.441,112.793
1533057363.636,21.973,5.371,29.785,7.324,52.246
1533057363.64,19.531,11.23,36.133,12.695,37.598
1533057363.644,7.324,12.695,27.344,6.836,44.434
1533057363.648,2.441,13.184,10.742,-1.465,28.809
1533057363.652,8.301,12.695,9.277,-1.953,-15.625
1533057363.656,22.461,13.184,27.344,9.766,-15.137
1533057363.66,21.484,13.672,18.555,15.625,22.461
1533057363.664,14.648,17.578,13.184,12.207,-8.789
1533057363.668,8.789,20.996,10.254,6.348,-34.668
1533057363.672,10.742,17.09,5.859,2.441,23.926
1533057363.676,24.902,10.254,19.531,10.742,40.039
1533057363.679,28.32,13.184,21.973,19.043,-42.48
1533057363.683,18.555,18.555,36.621,15.625,-26.367
1533057363.687,11.23,19.043,25.391,6.348,30.762
1533057363.691,16.602,23.438,22.949,2.441,25.879
1533057363.695,36.621,27.832,40.527,14.16,-42.48
1533057363.699,45.898,32.227,21.973,30.273,-91.797
1533057363.703,33.203,33.691,24.414,31.738,-7.812
1533057363.707,18.555,29.297,27.832,22.461,47.363
1533057363.711,21.973,27.832,10.254,18.066,61.035
1533057363.715,38.086,30.273,27.344,26.367,42.48
1533057363.718,43.457,33.691,37.109,37.598,27.832
1533057363.722,34.668,35.156,19.531,38.086,79.59
